,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
892,TECH,Bio-Techne Corp,Healthcare,Biotechnology,USA,12530000000.0,63.2,79.51,-0.0158,193285.0
893,TECK,Teck Resources Ltd,Basic Materials,Other Industrial Metals & Mining,Canada,27210000000.0,23.11,52.51,0.0223,942417.0
894,TEL,TE Connectivity Ltd,Technology,Electronic Components,Switzerland,46410000000.0,13.88,151.54,0.0045000000000000005,266730.0
895,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,22740000000.0,55.44,145.66,0.0115,583771.0
896,TEVA,Teva- Pharmaceutical Industries Ltd. ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,18780000000.0,,16.75,0.009300000000000001,2189138.0
897,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,51100000000.0,,38.19,-0.0055000000000000005,885561.0
898,TGNA,TEGNA Inc,Communication Services,Broadcasting,USA,2470000000.0,5.09,14.57,0.0163,277051.0
899,TGT,Target Corp,Consumer Defensive,Discount Stores,USA,67780000000.0,16.43,146.51,0.0088,1484986.0
900,TGTX,TG Therapeutics Inc,Healthcare,Biotechnology,USA,2560000000.0,75.01,16.54,-0.0102,439327.0
901,THC,Tenet Healthcare Corp.,Healthcare,Medical Care Facilities,USA,12760000000.0,5.05,130.58,-0.0042,257410.0
902,TJX,"TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,115520000000.0,25.29,101.96,-0.0017000000000000001,1142834.0
903,TKO,TKO Group Holdings Inc,Communication Services,Entertainment,USA,8660000000.0,,107.37,-0.0011,97410.0
904,TME,Tencent Music Entertainment Group ADR,Communication Services,Internet Content & Information,China,10460000000.0,32.29,14.95,0.0098,2363294.0
905,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,217530000000.0,36.56,569.88,-0.024300000000000002,478002.0
906,TMUS,T-Mobile US Inc,Communication Services,Telecom Services,USA,195890000000.0,22.74,167.16,0.006999999999999999,1526460.0
907,TNDM,Tandem Diabetes Care Inc,Healthcare,Medical Devices,USA,3390000000.0,,52.45,0.013999999999999999,350692.0
908,TOL,Toll Brothers Inc.,Consumer Cyclical,Residential Construction,USA,12650000000.0,8.29,121.46,-0.0118,365187.0
909,TOST,Toast Inc,Technology,Software - Infrastructure,USA,14350000000.0,,25.84,0.0151,2527883.0
910,TPH,Tri Pointe Homes Inc.,Consumer Cyclical,Residential Construction,USA,3640000000.0,10.21,38.39,0.0018,80394.0
911,TPR,Tapestry Inc,Consumer Cyclical,Luxury Goods,USA,9620000000.0,11.08,41.86,-0.0104,580827.0
912,TPX,Tempur Sealy International Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,8660000000.0,24.67,49.87,0.0005,143037.0
913,TRGP,Targa Resources Corp,Energy,Oil & Gas Midstream,USA,25690000000.0,23.78,115.86,0.0139,204350.0
914,TRIP,TripAdvisor Inc.,Consumer Cyclical,Travel Services,USA,2510000000.0,119.05,18.02,0.0075,535129.0
915,TRMB,Trimble Inc,Technology,Scientific & Technical Instruments,USA,13810000000.0,58.76,56.53,-0.0048,135877.0
916,TROW,T. Rowe Price Group Inc.,Financial,Asset Management,USA,26150000000.0,13.9,117.08,-0.009399999999999999,295703.0
917,TROX,Tronox Holdings plc,Basic Materials,Chemicals,USA,3120000000.0,,19.74,0.0395,338094.0
918,TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,39750000000.0,19.79,38.31,-0.0021,299602.0
919,TRU,TransUnion,Industrials,Consulting Services,USA,14780000000.0,,76.12,-0.0022,581257.0
920,TRV,Travelers Companies Inc.,Financial,Insurance - Property & Casualty,USA,48480000000.0,15.73,211.73,-0.0075,132528.0
921,TS,Tenaris S.A. ADR,Energy,Oil & Gas Equipment & Services,Luxembourg,19710000000.0,5.71,34.26,0.019799999999999998,300908.0
922,TSCO,Tractor Supply Co.,Consumer Cyclical,Specialty Retail,USA,30350000000.0,27.43,281.55,-0.0016,241087.0
923,TSLA,Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,561870000000.0,45.02,176.18,-0.0171,30352830.0
924,TSM,Taiwan Semiconductor Manufacturing ADR,Technology,Semiconductors,Taiwan,827690000000.0,30.38,159.57,-0.0027,7345507.0
925,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,20250000000.0,,58.02,-0.028399999999999998,553557.0
926,TTD,Trade Desk Inc,Technology,Software - Application,USA,46640000000.0,236.8,95.36,0.0064,679268.0
927,TTE,TotalEnergies SE ADR,Energy,Oil & Gas Integrated,France,169280000000.0,8.03,72.0,0.0067,183715.0
928,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,26850000000.0,,156.64,0.0132,660805.0
929,TU,Telus Corp.,Communication Services,Telecom Services,Canada,24130000000.0,42.86,16.28,0.0,696852.0
930,TWLO,Twilio Inc,Communication Services,Internet Content & Information,USA,10140000000.0,,59.23,0.003,334103.0
931,TXG,10x Genomics Inc,Healthcare,Health Information Services,USA,2710000000.0,,22.66,0.0032,278366.0
932,TXN,Texas Instruments Inc.,Technology,Semiconductors,USA,182020000000.0,31.16,199.91,0.0037,3775656.0
933,TXT,Textron Inc.,Industrials,Aerospace & Defense,USA,16790000000.0,18.83,88.06,-0.0064,90792.0
934,U,Unity Software Inc,Technology,Software - Application,USA,7570000000.0,,19.36,-0.002,4352026.0
935,UA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing,USA,2890000000.0,12.51,6.63,0.02,562972.0
936,UAA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing,USA,2960000000.0,12.81,6.79,0.021099999999999997,1970562.0
937,UAL,United Airlines Holdings Inc,Industrials,Airlines,USA,16920000000.000002,6.35,51.45,-0.0054,997995.0
938,UBER,Uber Technologies Inc,Technology,Software - Application,USA,132460000000.00002,98.94,63.39,-0.013500000000000002,4220640.0
939,UBS,UBS Group AG,Financial,Banks - Diversified,Switzerland,99530000000.0,3.51,31.04,0.0055000000000000005,389005.0
940,UDR,UDR Inc,Real Estate,REIT - Residential,USA,12730000000.0,28.31,38.65,-0.008,229327.0
941,UEC,Uranium Energy Corp,Energy,Uranium,USA,3030000000.0,,7.49,0.0317,1946865.0
942,UGI,UGI Corp.,Utilities,Utilities - Regulated Gas,USA,5110000000.0,,24.4,0.0139,443826.0
943,UGP,Ultrapar Participacoes S.A. ADR,Energy,Oil & Gas Refining & Marketing,Brazil,5100000000.0,9.78,4.68,0.006500000000000001,258507.0
944,UL,Unilever plc ADR,Consumer Defensive,Household & Personal Products,United Kingdom,135740000000.00002,19.59,54.25,-0.005699999999999999,864897.0
945,ULS,UL Solutions Inc,Industrials,Specialty Business Services,USA,7900000000.0,30.28,39.52,-0.0588,412441.0
946,UMC,United Micro Electronics ADR,Technology,Semiconductors,Taiwan,22190000000.0,12.63,8.85,0.0345,2462984.0
947,UNH,Unitedhealth Group Inc,Healthcare,Healthcare Plans,USA,463210000000.0,30.74,503.28,-0.0096,830384.0
948,UNM,Unum Group,Financial,Insurance - Life,USA,9910000000.0,7.76,52.35,-0.0060999999999999995,108189.0
949,UNP,Union Pacific Corp.,Industrials,Railroads,USA,140630000000.0,22.0,230.49,-0.0067,652935.0
950,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USA,117640000000.0,19.93,137.5,-0.0084,790779.0
951,UPST,Upstart Holdings Inc,Financial,Credit Services,USA,2060000000.0,,23.49,0.006,942663.0
952,URBN,"Urban Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,3940000000.0,13.47,42.26,0.012199999999999999,307901.0
953,USB,U.S. Bancorp.,Financial,Banks - Regional,USA,62820000000.0,13.35,40.26,-0.0068000000000000005,1211897.0
954,USFD,US Foods Holding Corp,Consumer Defensive,Food Distribution,USA,13170000000.0,26.39,53.56,0.004,256419.0
955,V,Visa Inc,Financial,Credit Services,USA,541270000000.0,30.72,270.5,-0.014499999999999999,1474814.0
956,VALE,Vale S.A. ADR,Basic Materials,Other Industrial Metals & Mining,Brazil,53380000000.0,6.86,12.47,-0.0102,5601697.0
957,VET,Vermilion Energy Inc,Energy,Oil & Gas E&P,Canada,2000000000.0,,12.46,0.042699999999999995,554976.0
958,VFC,VF Corp.,Consumer Cyclical,Apparel Manufacturing,USA,4960000000.0,,12.75,0.0332,3120636.0
959,VFS,VinFast Auto Ltd.,Consumer Cyclical,Auto Manufacturers,USA,11710000000.0,,5.01,0.022400000000000003,1353738.0
960,VICI,VICI Properties Inc,Real Estate,REIT - Diversified,USA,29740000000.0,11.31,28.51,0.0073,2373647.0
961,VIK,Viking Holdings Ltd.,Consumer Cyclical,Travel Services,Bermuda,9180000000.0,,30.21,0.018000000000000002,921147.0
962,VIPS,Vipshop Holdings Ltd ADR,Consumer Cyclical,Internet Retail,China,7490000000.0,7.48,16.13,0.011899999999999999,2013964.0
963,VIRT,Virtu Financial Inc,Financial,Capital Markets,USA,2060000000.0,16.2,23.23,0.0091,149049.0
964,VKTX,Viking Therapeutics Inc,Healthcare,Biotechnology,USA,7170000000.0,,65.07,0.0369,819432.0
965,VLO,Valero Energy Corp.,Energy,Oil & Gas Refining & Marketing,USA,53850000000.0,8.15,164.68,0.0139,475135.0
966,VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,USA,25060000000.0,31.4,101.5,-0.0068000000000000005,262675.0
967,VLY,Valley National Bancorp,Financial,Banks - Regional,USA,3730000000.0,8.65,7.33,-0.0040999999999999995,703342.0
968,VNO,Vornado Realty Trust,Real Estate,REIT - Office,USA,4530000000.0,160.97,23.79,0.015,147155.0
969,VNOM,Viper Energy Inc,Energy,Oil & Gas Midstream,USA,3520000000.0,14.12,38.5,0.0179,172953.0
970,VOD,Vodafone Group plc ADR,Communication Services,Telecom Services,United Kingdom,25540000000.0,20.86,9.46,0.0138,2161792.0
971,VRN,Veren Inc.,Energy,Oil & Gas E&P,Canada,5320000000.0,,8.59,0.0208,904480.0
972,VRNS,Varonis Systems Inc,Technology,Software - Infrastructure,USA,5060000000.0,,45.41,0.0075,162394.0
973,VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,USA,39730000000.0,102.03,106.12,-0.0005,5335190.0
974,VRTX,"Vertex Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,116140000000.0,29.2,450.07,-0.0151,516867.0
975,VSAT,"Viasat, Inc.",Technology,Communication Equipment,USA,2020000000.0,,16.09,0.0034000000000000002,546201.0
976,VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductors,USA,3310000000.0,13.88,24.11,0.0046,127151.0
977,VST,Vistra Corp,Utilities,Utilities - Independent Power Producers,USA,36420000000.0,67.97,104.82,0.026699999999999998,3195082.0
978,VTR,Ventas Inc,Real Estate,REIT - Healthcare Facilities,USA,19270000000.0,,47.61,0.0023,183808.0
979,VTRS,Viatris Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,12470000000.0,,10.48,0.0062,1698936.0
980,VVV,Valvoline Inc,Energy,Oil & Gas Refining & Marketing,USA,5250000000.0,32.46,40.77,0.0059,166181.0
981,VZ,Verizon Communications Inc,Communication Services,Telecom Services,USA,165850000000.0,14.69,39.4,-0.0085,3165339.0
982,VZIO,VIZIO Holding Corp,Technology,Consumer Electronics,USA,2100000000.0,127.23,10.59,-0.0033,783369.0
983,W,Wayfair Inc,Consumer Cyclical,Internet Retail,USA,7310000000.0,,59.92,-0.0206,765800.0
984,WAB,Westinghouse Air Brake Technologies Corp,Industrials,Railroads,USA,29870000000.0,32.94,169.36,-0.002,101125.0
985,WAL,Western Alliance Bancorp,Financial,Banks - Regional,USA,6930000000.0,9.18,62.98,0.0003,71847.0
986,WBA,Walgreens Boots Alliance Inc,Healthcare,Pharmaceutical Retailers,USA,13570000000.0,,15.73,-0.019,4332878.0
987,WBD,Warner Bros. Discovery Inc,Communication Services,Entertainment,USA,19300000000.0,,7.88,0.0194,9378515.0
988,WBS,Webster Financial Corp.,Financial,Banks - Regional,USA,7580000000.0,9.04,44.2,-0.0029,81127.0
989,WDAY,Workday Inc,Technology,Software - Application,USA,56790000000.0,38.6,213.98,-0.031400000000000004,3230153.0
990,WDC,Western Digital Corp.,Technology,Computer Hardware,USA,24720000000.0,,75.7,0.011899999999999999,1350286.0
991,WEC,WEC Energy Group Inc,Utilities,Utilities - Regulated Electric,USA,25450000000.0,17.6,80.58,-0.0015,463309.0
992,WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,USA,60480000000.0,148.12,101.15,0.0028000000000000004,342674.0
993,WEN,Wendy's Co,Consumer Cyclical,Restaurants,USA,3600000000.0,17.81,17.54,-0.0129,992592.0
994,WES,Western Midstream Partners LP,Energy,Oil & Gas Midstream,USA,14340000000.0,10.61,37.68,0.0086,339867.0
995,WFC,Wells Fargo & Co.,Financial,Banks - Diversified,USA,208560000000.0,12.48,59.82,-0.0064,2324968.0
996,WHR,Whirlpool Corp.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,4780000000.0,12.11,87.4,0.0102,292788.0
997,WIT,Wipro Ltd. ADR,Technology,Information Technology Services,India,28190000000.0,21.56,5.4,-0.0095,939470.0
998,WM,"Waste Management, Inc.",Industrials,Waste Management,USA,82720000000.0,33.72,206.25,-0.0123,469596.0
999,WMB,Williams Cos Inc,Energy,Oil & Gas Midstream,USA,49160000000.0,17.1,40.34,0.0052,840414.0
1000,WMG,Warner Music Group Corp,Communication Services,Entertainment,USA,15690000000.0,29.98,30.3,-0.0053,304596.0
1001,WMT,Walmart Inc,Consumer Defensive,Discount Stores,USA,523900000000.0,27.8,65.0,-0.0058,4610138.0
1002,WOLF,Wolfspeed Inc,Technology,Semiconductors,USA,3410000000.0,,27.09,0.031200000000000002,717178.0
1003,WPC,W. P. Carey Inc,Real Estate,REIT - Diversified,USA,12330000000.0,21.4,56.37,-0.0073,180999.0
1004,WPM,Wheaton Precious Metals Corp,Basic Materials,Gold,Canada,25880000000.0,43.87,57.09,0.012,339974.0
1005,WRB,W.R. Berkley Corp.,Financial,Insurance - Property & Casualty,USA,20220000000.0,14.03,79.08,-0.0026,115709.0
1006,WRBY,Warby Parker Inc,Healthcare,Medical Instruments & Supplies,USA,2020000000.0,,16.99,-0.0151,207797.0
1007,WRK,WestRock Co,Consumer Cyclical,Packaging & Containers,USA,13890000000.0,45.42,53.79,-0.0063,252186.0
1008,WSC,WillScot Mobile Mini Holdings Corp,Industrials,Rental & Leasing Services,USA,7550000000.0,24.44,39.71,0.011200000000000002,313109.0
1009,WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,USA,18680000000.0,17.84,290.7,0.01,441029.0
1010,WTRG,Essential Utilities Inc,Utilities,Utilities - Regulated Water,USA,10110000000.0,17.52,36.98,-0.0068000000000000005,148976.0
1011,WU,Western Union Company,Financial,Credit Services,USA,4320000000.0,7.56,12.78,-0.0054,474015.0
1012,WY,Weyerhaeuser Co.,Real Estate,REIT - Specialty,USA,21870000000.0,27.37,30.0,-0.0066,456422.0
1013,WYNN,Wynn Resorts Ltd.,Consumer Cyclical,Resorts & Casinos,USA,10630000000.0,12.71,94.82,0.0021,282205.0
1014,X,United States Steel Corp.,Basic Materials,Steel,USA,8140000000.000001,10.66,36.21,0.008199999999999999,469795.0
1015,XEL,"Xcel Energy, Inc.",Utilities,Utilities - Regulated Electric,USA,30030000000.0,16.25,54.05,0.0062,718359.0
1016,XOM,Exxon Mobil Corp.,Energy,Oil & Gas Integrated,USA,513270000000.0,14.04,114.42,0.0088,4092278.0
1017,XP,XP Inc,Financial,Capital Markets,Brazil,10390000000.0,12.41,18.94,0.014199999999999999,2052270.0
1018,XPEV,XPeng Inc ADR,Consumer Cyclical,Auto Manufacturers,China,6480000000.0,,8.43,0.0274,3788662.0
1019,XPO,XPO Inc,Industrials,Trucking,USA,12700000000.0,53.86,109.19,0.0076,391220.0
1020,XRAY,DENTSPLY Sirona Inc,Healthcare,Medical Instruments & Supplies,USA,5720000000.0,,27.52,0.0024,317105.0
1021,XYL,Xylem Inc,Industrials,Specialty Industrial Machinery,USA,34310000000.000004,50.47,141.49,-0.0191,435693.0
1022,YETI,YETI Holdings Inc,Consumer Cyclical,Leisure,USA,3340000000.0,19.6,39.23,0.026600000000000002,213830.0
1023,YMM,Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,8580000000.0,28.42,8.98,0.0039000000000000003,4944166.0
1024,YPF,YPF ADR,Energy,Oil & Gas Integrated,Argentina,8670000000.0,,22.04,0.049,745577.0
1025,YUM,Yum Brands Inc.,Consumer Cyclical,Restaurants,USA,38430000000.0,24.2,136.45,-0.0087,283179.0
1026,YUMC,Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,13780000000.0,17.73,35.34,-0.011200000000000002,648937.0
1027,Z,Zillow Group Inc,Communication Services,Internet Content & Information,USA,9470000000.0,,40.08,0.0102,396219.0
1028,ZBH,Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,24070000000.0,25.33,117.0,0.0051,249976.0
1029,ZETA,Zeta Global Holdings Corp,Technology,Software - Application,USA,3830000000.0,,17.51,0.0148,628798.0
1030,ZI,ZoomInfo Technologies Inc.,Technology,Software - Application,USA,4820000000.0,65.63,12.89,-0.0046,618505.0
1031,ZIM,Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,2590000000.0,,21.52,0.0227,3395639.0
1032,ZION,Zions Bancorporation N.A,Financial,Banks - Regional,USA,6350000000.0,10.8,43.02,-0.0017000000000000001,114799.0
1033,ZK,ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,5560000000.0,,22.46,-0.0393,769281.0
1034,ZM,Zoom Video Communications Inc,Technology,Software - Application,USA,19410000000.0,23.34,62.76,-0.004,766165.0
1035,ZS,Zscaler Inc,Technology,Software - Infrastructure,USA,25270000000.0,,168.6,-0.0177,2150751.0
1036,ZTO,ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,14760000000.0,17.19,24.57,0.0203,1050892.0
1037,ZTS,Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,77840000000.0,32.88,170.59,0.003,659976.0
